vehicle_id,evaluation_timestamp,prediction_horizon,label_source,review_status,matched_normal_window,speed,speed_limit,event_type,gps_freshness,traffic_level,weather,zone_historical_risk,restriction_level,slow_down_zone_active,pedestrian_exposure,speed_over_limit,speed_over_limit_band,speeding_ratio_5m,speeding_ratio_10m,mean_speed_5m,mean_speed_30m,max_speed_5m,speed_std_10m,speed_delta_last_3_events,harsh_brake_count_10m,sharp_turn_count_10m,recent_harsh_brake_count_10m,recent_sharp_turn_count_10m,alert_density_30m,risk_escalation_rate,shift_hours,night_flag,time_since_last_intervention,reaction_window_active,post_intervention_noncompliance,traffic_weather_compound_index,zone_transition_risk,nearby_vehicle_count_50m,nearest_vehicle_distance_m,nearest_vehicle_relative_speed_kmh,closing_rate_mps,interaction_features_available,previous_risk,risk_trend,latent_synthetic_risk,near_miss_within_next_15m,intervention_contaminated_window
PM-SYN-037,2026-08-19T07:14:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,22,25,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.667,0.8,30.0,27.4,34.0,4.8,-12.0,1,0,1,0,10.0,0.0,0.6,False,0,True,False,0.75,0.7,2,8.9,10.4,2.07,True,0.446,decreasing,0.452,1,False
PM-SYN-037,2026-08-19T07:16:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,24,25,sharp_turn,fresh,high,rain,0.66,restricted,False,medium,0,none,0.333,0.6,26.67,27.47,34.0,5.06,-10.0,1,1,1,1,12.0,0.0,0.63,False,2,False,True,0.75,0.7,3,25.4,12.8,0.0,True,0.452,decreasing,0.404,1,False
PM-SYN-037,2026-08-19T07:18:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,23,25,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.0,0.4,23.0,27.27,24.0,5.43,1.0,0,1,0,1,12.0,0.0,0.67,False,4,False,False,0.75,0.7,4,35.1,4.5,0.63,True,0.404,decreasing,0.245,1,False
PM-SYN-037,2026-08-19T07:20:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,28,25,normal_update,fresh,high,rain,0.66,restricted,False,medium,3,minor,0.333,0.4,25.0,27.87,28.0,4.4,4.0,0,1,0,1,12.0,0.0,0.7,False,6,False,False,0.75,0.7,1,21.0,2.4,0.89,True,0.245,decreasing,0.286,1,False
PM-SYN-037,2026-08-19T07:22:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,21,25,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.333,0.2,24.0,27.33,28.0,2.42,-2.0,0,1,0,1,12.0,0.0,0.73,False,8,False,False,0.75,0.7,1,16.0,2.9,0.95,True,0.286,decreasing,0.191,0,True
PM-SYN-037,2026-08-19T07:24:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,19,25,harsh_brake,fresh,high,rain,0.66,restricted,False,medium,0,none,0.333,0.2,22.67,26.87,28.0,3.03,-9.0,1,1,1,1,14.0,0.0,0.77,False,10,False,True,0.75,0.7,1,10.1,6.8,0.87,True,0.191,stable,0.382,0,True
PM-SYN-037,2026-08-19T07:26:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,21,25,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.0,0.2,20.33,26.87,21.0,3.07,0.0,1,0,1,0,14.0,0.0,0.8,False,12,False,False,0.75,0.7,3,16.2,6.1,0.74,True,0.382,decreasing,0.31,1,False
PM-SYN-037,2026-08-19T07:28:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,24,25,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.0,0.2,21.33,25.93,24.0,3.14,5.0,1,0,1,0,12.0,0.0,0.83,False,0,True,False,0.75,0.7,1,32.1,5.0,1.31,True,0.31,decreasing,0.129,1,False
PM-SYN-037,2026-08-19T07:30:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,27,25,normal_update,fresh,high,rain,0.66,restricted,False,medium,2,minor,0.333,0.2,24.0,25.73,27.0,2.8,6.0,1,0,1,0,10.0,0.031,0.87,False,2,False,False,0.75,0.7,4,43.5,4.7,0.09,True,0.129,stable,0.157,1,False
PM-SYN-037,2026-08-19T07:32:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,22,25,normal_update,stale,high,rain,0.66,restricted,False,medium,0,none,0.333,0.2,24.33,25.8,27.0,2.73,-2.0,1,0,1,0,10.0,0.0,0.9,False,4,False,False,0.75,0.7,0,999.0,0.0,0.0,False,0.157,decreasing,0.04,1,False
PM-SYN-037,2026-08-19T07:34:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,27,25,normal_update,fresh,high,rain,0.66,restricted,False,medium,2,minor,0.667,0.4,25.33,25.2,27.0,2.48,0.0,0,0,0,0,8.0,0.04,0.93,False,6,False,False,0.75,0.7,1,19.4,7.1,0.0,True,0.04,stable,0.169,1,False
PM-SYN-037,2026-08-19T07:36:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,20,25,normal_update,delayed,high,rain,0.66,restricted,False,medium,0,none,0.333,0.4,23.0,24.8,27.0,2.76,-2.0,0,0,0,0,8.0,0.0,0.97,False,8,False,False,0.75,0.7,4,43.3,6.7,0.0,True,0.169,decreasing,0.245,1,False
PM-SYN-037,2026-08-19T07:38:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,23,25,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.333,0.4,23.33,24.6,27.0,2.79,-4.0,0,0,0,0,6.0,0.0,1.0,False,10,False,False,0.75,0.7,4,40.0,5.2,1.22,True,0.245,decreasing,0.123,0,True
PM-SYN-037,2026-08-19T07:40:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,19,25,sharp_turn,fresh,high,rain,0.66,restricted,False,medium,0,none,0.0,0.2,20.67,23.6,23.0,2.79,-1.0,0,1,0,1,8.0,0.0,1.03,False,12,False,True,0.75,0.7,4,20.8,7.3,1.41,True,0.123,decreasing,0.239,0,True
PM-SYN-037,2026-08-19T07:42:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,36,25,normal_update,fresh,high,rain,0.66,restricted,False,medium,11,moderate,0.333,0.4,26.0,23.73,36.0,6.16,13.0,0,1,0,1,6.0,0.281,1.07,False,14,False,False,0.75,0.7,2,18.6,8.5,2.47,True,0.239,increasing,0.292,1,False
PM-SYN-037,2026-08-19T07:44:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,18,25,normal_update,delayed,high,rain,0.66,restricted,False,medium,0,none,0.333,0.2,24.33,23.47,36.0,6.62,-1.0,0,1,0,1,6.0,0.0,1.1,False,0,True,False,0.75,0.7,4,26.1,13.3,0.48,True,0.292,decreasing,0.157,1,False
PM-SYN-037,2026-08-19T07:46:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,18,25,normal_update,delayed,high,rain,0.66,restricted,False,medium,0,none,0.333,0.2,24.0,23.07,36.0,6.85,-18.0,0,1,0,1,4.0,0.0,1.13,False,2,False,False,0.75,0.7,2,25.7,0.9,0.76,True,0.157,decreasing,0.165,1,False
PM-SYN-037,2026-08-19T07:48:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,21,25,harsh_brake,delayed,high,rain,0.66,restricted,False,medium,0,none,0.0,0.2,19.0,22.93,21.0,6.89,3.0,1,1,1,1,6.0,0.0,1.17,False,4,False,True,0.75,0.7,4,40.6,3.4,0.82,True,0.165,stable,0.297,1,False
PM-SYN-037,2026-08-19T07:50:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,22,25,sharp_turn,fresh,high,rain,0.66,restricted,False,medium,0,none,0.0,0.2,20.33,22.53,22.0,6.69,4.0,1,1,1,1,8.0,0.0,1.2,False,6,False,True,0.75,0.7,1,20.6,4.2,0.89,True,0.297,decreasing,0.268,1,False
PM-SYN-037,2026-08-19T07:52:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,18,25,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.0,0.0,20.33,22.33,22.0,1.74,-3.0,1,1,1,1,8.0,0.0,1.23,False,8,False,False,0.75,0.7,1,14.7,1.8,2.45,True,0.268,decreasing,0.178,0,True
PM-SYN-037,2026-08-19T07:54:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,21,25,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.0,0.0,20.33,22.47,22.0,1.67,-1.0,1,1,1,1,6.0,0.0,1.27,False,10,False,False,0.75,0.7,4,11.7,5.8,1.38,True,0.178,stable,0.36,0,True
PM-SYN-037,2026-08-19T07:56:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,27,25,normal_update,fresh,high,rain,0.66,restricted,False,medium,2,minor,0.333,0.2,22.0,22.87,27.0,2.93,9.0,1,1,1,1,6.0,0.0,1.3,False,12,False,False,0.75,0.7,2,9.4,5.4,1.5,True,0.36,decreasing,0.202,0,True
PM-SYN-037,2026-08-19T07:58:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,32,25,normal_update,fresh,high,rain,0.66,restricted,False,medium,7,minor,0.667,0.4,26.67,23.4,32.0,4.94,11.0,0,1,0,1,6.0,0.158,1.33,False,14,False,False,0.75,0.7,0,999.0,0.0,0.0,False,0.202,increasing,0.058,0,True
PM-SYN-037,2026-08-19T08:00:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,21,25,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.667,0.4,26.67,23.0,32.0,5.04,-6.0,0,0,0,0,6.0,0.0,1.37,False,16,False,False,0.75,0.7,2,8.7,13.8,0.63,True,0.058,decreasing,0.275,1,False
PM-SYN-037,2026-08-19T08:02:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,29,25,normal_update,fresh,high,rain,0.66,restricted,False,medium,4,minor,0.667,0.6,27.33,23.47,32.0,4.38,-3.0,0,0,0,0,6.0,0.0,1.4,False,0,True,False,0.75,0.7,2,9.7,21.7,1.95,True,0.275,decreasing,0.311,1,False
PM-SYN-037,2026-08-19T08:04:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,23,25,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.333,0.6,24.33,23.2,29.0,3.98,2.0,0,0,0,0,6.0,0.0,1.43,False,2,False,False,0.75,0.7,4,8.3,5.5,1.37,True,0.311,decreasing,0.488,1,False
PM-SYN-037,2026-08-19T08:06:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,25,25,harsh_brake,fresh,high,rain,0.66,restricted,False,medium,0,none,0.333,0.4,25.67,23.53,29.0,4.0,-4.0,1,0,1,0,8.0,0.0,1.47,False,4,False,True,0.75,0.7,1,47.8,0.9,0.0,True,0.488,decreasing,0.294,1,False
PM-SYN-037,2026-08-19T08:08:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,18,25,harsh_brake,fresh,high,rain,0.66,restricted,False,medium,0,none,0.0,0.2,22.0,23.2,25.0,3.71,-5.0,2,0,2,0,10.0,0.0,1.5,False,6,False,True,0.75,0.7,4,11.3,12.8,2.04,True,0.294,decreasing,0.664,1,False
PM-SYN-037,2026-08-19T08:10:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,24,25,normal_update,delayed,high,rain,0.66,restricted,False,medium,0,none,0.0,0.2,22.33,23.53,25.0,3.54,-1.0,2,0,2,0,8.0,0.0,1.53,False,8,False,False,0.75,0.7,4,38.8,2.7,0.0,True,0.664,decreasing,0.123,1,False
PM-SYN-037,2026-08-19T08:12:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,29,25,normal_update,fresh,high,rain,0.66,restricted,False,medium,4,minor,0.333,0.2,23.67,23.07,29.0,3.54,11.0,2,0,2,0,8.0,0.197,1.57,False,10,False,False,0.75,0.7,1,41.8,12.7,0.0,True,0.123,increasing,0.211,0,True
PM-SYN-037,2026-08-19T08:14:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,23,25,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.333,0.2,25.33,23.4,29.0,3.54,-1.0,2,0,2,0,8.0,0.0,1.6,False,12,False,False,0.75,0.7,2,39.7,9.6,0.46,True,0.211,decreasing,0.257,0,True
PM-SYN-037,2026-08-19T08:16:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,22,25,sharp_turn,delayed,high,rain,0.66,restricted,False,medium,0,none,0.333,0.2,24.67,23.67,29.0,3.54,-7.0,1,1,1,1,10.0,0.0,1.63,False,14,False,True,0.75,0.7,1,35.7,4.7,0.45,True,0.257,decreasing,0.129,0,True
PM-SYN-037,2026-08-19T08:18:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,34,25,sharp_turn,fresh,high,rain,0.66,restricted,False,medium,9,minor,0.333,0.4,26.33,24.53,34.0,4.5,11.0,0,2,0,2,10.0,0.391,1.67,False,16,False,True,0.75,0.7,2,41.1,8.1,0.34,True,0.129,increasing,0.451,0,False
PM-SYN-037,2026-08-19T08:20:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,31,25,normal_update,fresh,high,rain,0.66,restricted,False,medium,6,minor,0.667,0.6,29.0,25.13,34.0,4.62,9.0,0,2,0,2,8.0,0.0,1.7,False,18,False,False,0.75,0.7,1,27.5,16.0,2.11,True,0.451,decreasing,0.234,1,False
PM-SYN-037,2026-08-19T08:22:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,35,25,stale_gps,stale,high,rain,0.66,restricted,False,medium,10,minor,1.0,0.6,33.33,26.27,35.0,5.48,1.0,0,2,0,2,10.0,0.326,1.73,False,0,True,False,0.75,0.7,0,999.0,0.0,0.0,False,0.234,increasing,0.234,1,False
PM-SYN-037,2026-08-19T08:24:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,18,25,normal_update,delayed,high,rain,0.66,restricted,False,medium,0,none,0.667,0.6,28.0,26.07,35.0,6.78,-13.0,0,2,0,2,10.0,0.0,1.77,False,2,False,False,0.75,0.7,2,27.8,0.0,0.29,True,0.234,decreasing,0.166,1,False
PM-SYN-037,2026-08-19T08:26:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,18,25,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.333,0.6,23.67,25.47,35.0,7.63,-17.0,0,1,0,1,10.0,0.0,1.8,False,4,False,False,0.75,0.7,3,46.3,14.3,1.09,True,0.166,decreasing,0.293,1,False
PM-SYN-037,2026-08-19T08:28:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,21,25,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.0,0.4,19.0,24.73,21.0,7.06,3.0,0,0,0,0,10.0,0.0,1.83,False,6,False,False,0.75,0.7,4,31.8,1.0,0.0,True,0.293,decreasing,0.151,1,False
PM-SYN-037,2026-08-19T08:30:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,27,25,normal_update,fresh,high,rain,0.66,restricted,False,medium,2,minor,0.333,0.4,22.0,25.13,27.0,6.49,9.0,0,0,0,0,10.0,0.0,1.87,False,8,False,False,0.75,0.7,0,999.0,0.0,0.0,False,0.151,decreasing,0.047,1,False
PM-SYN-037,2026-08-19T08:32:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,23,25,normal_update,delayed,high,rain,0.66,restricted,False,medium,0,none,0.333,0.2,23.67,24.73,27.0,3.38,2.0,0,0,0,0,10.0,0.0,1.9,False,10,False,False,0.75,0.7,2,14.1,9.3,0.54,True,0.047,decreasing,0.106,0,True
PM-SYN-037,2026-08-19T08:34:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,20,25,normal_update,delayed,high,rain,0.66,restricted,False,medium,0,none,0.333,0.2,23.33,24.53,27.0,3.06,-7.0,0,0,0,0,10.0,0.0,1.93,False,12,False,False,0.75,0.7,1,21.6,11.1,2.05,True,0.106,decreasing,0.264,0,True
PM-SYN-037,2026-08-19T08:36:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,23,25,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.0,0.2,22.0,24.4,23.0,2.4,0.0,0,0,0,0,8.0,0.0,1.97,False,14,False,False,0.75,0.7,4,17.2,5.1,0.72,True,0.264,decreasing,0.111,0,True
PM-SYN-037,2026-08-19T08:38:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,29,25,normal_update,fresh,high,rain,0.66,restricted,False,medium,4,minor,0.333,0.4,24.0,25.13,29.0,3.2,9.0,0,0,0,0,6.0,0.049,2.0,False,16,False,False,0.75,0.7,2,44.4,5.7,0.22,True,0.111,increasing,0.194,0,False
PM-SYN-037,2026-08-19T08:40:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,18,25,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.333,0.2,23.33,24.73,29.0,3.72,-5.0,0,0,0,0,6.0,0.0,2.03,False,18,False,False,0.75,0.7,3,43.0,1.4,0.6,True,0.194,decreasing,0.079,0,False
PM-SYN-037,2026-08-19T08:42:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,25,25,normal_update,delayed,high,rain,0.66,restricted,False,medium,0,none,0.333,0.2,24.0,24.47,29.0,3.85,-4.0,0,0,0,0,6.0,0.0,2.07,False,20,False,False,0.75,0.7,4,42.6,11.9,0.0,True,0.079,decreasing,0.141,0,False
PM-SYN-037,2026-08-19T08:44:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,22,25,normal_update,delayed,high,rain,0.66,restricted,False,medium,0,none,0.0,0.2,21.67,24.4,25.0,3.61,4.0,0,0,0,0,6.0,0.0,2.1,False,22,False,False,0.75,0.7,4,38.9,7.2,0.0,True,0.141,decreasing,0.093,0,False
PM-SYN-037,2026-08-19T08:46:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,23,25,stale_gps,stale,high,rain,0.66,restricted,False,medium,0,none,0.0,0.2,23.33,24.47,25.0,3.61,-2.0,0,0,0,0,6.0,0.0,2.13,False,24,False,False,0.75,0.7,0,999.0,0.0,0.0,False,0.093,decreasing,0.072,0,False
PM-SYN-037,2026-08-19T08:48:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,28,25,normal_update,fresh,high,rain,0.66,restricted,False,medium,3,minor,0.333,0.2,24.33,24.07,28.0,3.31,6.0,0,0,0,0,4.0,0.048,2.17,False,26,False,False,0.75,0.7,2,21.1,12.1,1.55,True,0.072,increasing,0.191,0,False
PM-SYN-037,2026-08-19T08:50:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,21,25,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.333,0.2,24.0,23.4,28.0,2.48,-2.0,0,0,0,0,4.0,0.0,2.2,False,28,False,False,0.75,0.7,4,46.5,15.0,2.31,True,0.191,decreasing,0.208,0,False
PM-SYN-037,2026-08-19T08:52:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,22,25,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.333,0.2,23.67,22.53,28.0,2.48,-6.0,0,0,0,0,2.0,0.0,2.23,False,30,False,False,0.75,0.7,4,25.9,6.6,0.06,True,0.208,decreasing,0.143,0,False
PM-SYN-037,2026-08-19T08:54:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,26,25,normal_update,delayed,high,rain,0.66,restricted,False,medium,1,minor,0.333,0.4,23.0,23.07,26.0,2.61,5.0,0,0,0,0,2.0,0.0,2.27,False,32,False,False,0.75,0.7,2,23.8,13.0,1.82,True,0.143,decreasing,0.225,0,False
PM-SYN-037,2026-08-19T08:56:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,33,25,speeding,delayed,high,rain,0.66,restricted,False,medium,8,minor,0.667,0.6,27.0,24.07,33.0,4.34,11.0,0,0,0,0,4.0,0.095,2.3,False,34,False,True,0.75,0.7,2,44.9,2.9,1.24,True,0.225,increasing,0.385,1,False
PM-SYN-037,2026-08-19T08:58:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,20,25,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.667,0.4,26.33,24.0,33.0,4.76,-6.0,0,0,0,0,4.0,0.0,2.33,False,0,True,False,0.75,0.7,1,35.3,4.7,0.86,True,0.385,decreasing,0.1,1,False
PM-SYN-037,2026-08-19T09:00:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,20,25,normal_update,delayed,high,rain,0.66,restricted,False,medium,0,none,0.333,0.4,24.33,23.53,33.0,4.92,-13.0,0,0,0,0,4.0,0.0,2.37,False,2,False,False,0.75,0.7,2,39.7,5.6,1.04,True,0.1,decreasing,0.179,1,False
PM-SYN-038,2026-08-19T09:10:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,35,40,harsh_brake,fresh,high,rain,0.66,restricted,False,medium,0,none,0.333,0.2,38.0,39.2,45.0,4.34,-10.0,1,0,1,0,8.0,0.009,0.5,False,999.0,False,True,0.75,0.7,2,26.7,4.7,0.0,True,0.071,stable,0.231,0,False
PM-SYN-038,2026-08-19T09:12:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,39,40,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.0,0.2,36.0,38.47,39.0,4.4,5.0,1,0,1,0,6.0,0.0,0.53,False,999.0,False,False,0.75,0.7,2,37.5,10.9,0.0,True,0.231,decreasing,0.181,0,False
PM-SYN-038,2026-08-19T09:14:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,50,40,normal_update,fresh,high,rain,0.66,restricted,False,medium,10,minor,0.333,0.4,41.33,39.53,50.0,6.09,15.0,1,0,1,0,6.0,0.299,0.57,False,999.0,False,False,0.75,0.7,3,21.5,1.2,1.22,True,0.181,increasing,0.308,0,False
PM-SYN-038,2026-08-19T09:16:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,35,40,normal_update,delayed,high,rain,0.66,restricted,False,medium,0,none,0.333,0.2,41.33,39.13,50.0,5.95,-4.0,1,0,1,0,6.0,0.0,0.6,False,999.0,False,False,0.75,0.7,1,27.4,8.9,0.45,True,0.308,decreasing,0.121,0,False
PM-SYN-038,2026-08-19T09:18:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,49,40,normal_update,fresh,high,rain,0.66,restricted,False,medium,9,minor,0.667,0.4,44.67,39.53,50.0,6.62,-1.0,1,0,1,0,6.0,0.319,0.63,False,999.0,False,False,0.75,0.7,4,8.5,10.7,0.0,True,0.121,increasing,0.282,0,False
PM-SYN-038,2026-08-19T09:20:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,40,40,sharp_turn,fresh,high,rain,0.66,restricted,False,medium,0,none,0.333,0.4,41.33,39.33,49.0,5.89,5.0,0,1,0,1,8.0,0.0,0.67,False,999.0,False,True,0.75,0.7,2,24.5,7.0,2.24,True,0.282,decreasing,0.482,1,False
PM-SYN-038,2026-08-19T09:22:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,39,40,normal_update,stale,high,rain,0.66,restricted,False,medium,0,none,0.333,0.4,42.67,39.33,49.0,5.89,-10.0,0,1,0,1,8.0,0.0,0.7,False,0,True,False,0.75,0.7,0,999.0,0.0,0.0,False,0.482,decreasing,0.155,1,False
PM-SYN-038,2026-08-19T09:24:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,42,40,stale_gps,stale,high,rain,0.66,restricted,False,medium,2,minor,0.333,0.4,40.33,38.93,42.0,4.6,2.0,0,1,0,1,10.0,0.005,0.73,False,2,False,False,0.75,0.7,0,999.0,0.0,0.0,False,0.155,stable,0.112,1,False
PM-SYN-038,2026-08-19T09:26:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,37,40,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.333,0.4,39.33,39.0,42.0,4.13,-2.0,0,1,0,1,10.0,0.0,0.77,False,0,True,False,0.75,0.7,3,12.7,9.7,0.0,True,0.112,stable,0.261,1,False
PM-SYN-038,2026-08-19T09:28:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,46,40,normal_update,fresh,high,rain,0.66,restricted,False,medium,6,minor,0.667,0.4,41.67,39.87,46.0,3.06,4.0,0,1,0,1,10.0,0.059,0.8,False,2,False,False,0.75,0.7,4,47.4,14.7,1.33,True,0.261,increasing,0.32,1,False
PM-SYN-038,2026-08-19T09:30:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,36,40,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.333,0.4,39.67,39.87,46.0,3.63,-1.0,0,0,0,0,8.0,0.0,0.83,False,4,False,False,0.75,0.7,4,11.8,14.3,0.95,True,0.32,decreasing,0.235,1,False
PM-SYN-038,2026-08-19T09:32:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,47,40,normal_update,fresh,high,rain,0.66,restricted,False,medium,7,minor,0.667,0.6,43.0,40.47,47.0,4.5,1.0,0,0,0,0,8.0,0.045,0.87,False,6,False,False,0.75,0.7,1,9.4,7.2,0.51,True,0.235,increasing,0.27,1,False
PM-SYN-038,2026-08-19T09:34:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,38,40,normal_update,delayed,high,rain,0.66,restricted,False,medium,0,none,0.333,0.4,40.33,40.8,47.0,4.71,2.0,0,0,0,0,8.0,0.0,0.9,False,0,True,False,0.75,0.7,2,47.7,3.6,0.77,True,0.27,decreasing,0.145,1,False
PM-SYN-038,2026-08-19T09:36:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,49,40,normal_update,fresh,high,rain,0.66,restricted,False,medium,9,minor,0.667,0.6,44.67,41.07,49.0,5.19,2.0,0,0,0,0,6.0,0.215,0.93,False,2,False,False,0.75,0.7,2,37.4,0.3,0.32,True,0.145,increasing,0.16,1,False
PM-SYN-038,2026-08-19T09:38:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,37,40,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.333,0.4,41.33,41.27,49.0,5.46,-1.0,0,0,0,0,6.0,0.0,0.97,False,4,False,False,0.75,0.7,2,42.1,15.3,0.0,True,0.16,decreasing,0.18,1,False
